,address,lat,lon,title
514,"No.370 Section 1, Dunhua South Road, Da'an District, Taipei 10684, Taiwan ",25.03357,121.54824,Hotel Eclat Taipei
515,"No.81 Chang'an West Road, Datong District, Taipei 103, Taiwan ",25.05098,121.51658,CityInn Hotel - Taipei Station Branch II
516,"No.128 Section 1, Nanjing East Road, Zhongshan District, Taipei, Taiwan ",25.05202,121.52704,San Want Residences
517,"No.37-1, Section 2, Chung Shan North Road, Taipei 104, Taiwan ",25.05372,121.52277,Hotel Royal-Nikko Taipei
518,"No.111 Section 3, Minsheng East Road, Songshan Dist., Taipei 105, Taiwan ",25.058088,121.54586,The Sherwood Taipei
519,"No 41 Sec 1, Zhonghua Road, Taipei, Taiwan ",25.045,121.50967,Just Sleep - Xi Men Ding
520,"No.172 Section 4, Chung Hsiao East Road, Taipei 106, Taiwan ",25.04145,121.551,San Want Hotel
521,"No.7 Huaining Street, Zhongzheng Distrist, Taipei 100, Taiwan ",25.04625,121.51422,CityInn Hotel - Taipei Station Branch I
522,"No.41 Min Chuan East Road, Section 2, Taipei 104, Taiwan ",25.062574,121.52999,Landis Taipei Hotel
523,"No.359 Linsen North Road, Taipei 104, Taiwan ",25.05724,121.52553,Gloria Residence
524,"No.73 Section 2, Sinyi Road, Jhongjheng District, Taipei 100, Taiwan ",25.034657,121.52637,Hotel 73
